"gene_id","GO_ids"
"LOC116201304","GO:0003676; GO:0004535; GO:0005634; GO:0005737; GO:0006402; GO:0030014"
"LOC116199291",""
"LOC116203446","GO:0015297; GO:0016021; GO:0042910"
"LOC116203450","GO:0016021; GO:0016603; GO:0017186"
"LOC116202856",""
"LOC116199302","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116203452",""
"LOC116202859",""
"LOC116203460","GO:0009733"
"LOC116200818","GO:0005085; GO:0005829; GO:0016020; GO:0032012"
"LOC116202866","GO:0003953; GO:0005524; GO:0006952; GO:0007165; GO:0009536; GO:0043531"
"LOC116201327","GO:0004839; GO:0005524"
"LOC116203471","GO:0005643; GO:0015031; GO:0017056; GO:0051028"
"LOC116202868","GO:0016021"
"LOC116203475","GO:0006139; GO:0006950; GO:0009882; GO:0018298; GO:0097159; GO:1901363"
"LOC116201333","GO:0000139; GO:0006486; GO:0016021; GO:0016757"
"LOC116200834","GO:0003677; GO:0005634; GO:0009791; GO:0046872; GO:0046983"
"LOC116213233","GO:0003677; GO:0005634; GO:0009791; GO:0046872; GO:0046983"
"LOC116203484",""
"LOC116199333","GO:0046872"
"LOC116203485","GO:0006021; GO:0008934; GO:0016021; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833"
"LOC116200844","GO:0004014; GO:0006557; GO:0006597; GO:0008295"
"LOC116201351","GO:0004748; GO:0005524; GO:0006260"
"LOC116202893","GO:0016021"
"LOC116201354","GO:0016301"
"LOC116203494","GO:0016021; GO:0030247"
"LOC116199348","GO:0004497; GO:0071949"
"LOC116201356","GO:0005975; GO:0006098; GO:0017057"
"LOC116199355","GO:0004672; GO:0005524"
"LOC116203513","GO:0005634"
"LOC116202915",""
"LOC116199365","GO:0016021"
"LOC116203518","GO:0003735; GO:0005829; GO:0005840; GO:0006412"
"LOC116202923",""
"LOC116203524","GO:0003676; GO:0008270"
"LOC116201379",""
"LOC116203527","GO:0003676; GO:0005654; GO:0008270"
"LOC116199379","GO:0003735; GO:0005840; GO:0006412"
"LOC116202940",""
"LOC116203533","GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241"
"LOC116199387","GO:0005484; GO:0006890; GO:0015031; GO:0016021; GO:0031201"
"LOC116203538","GO:0016021"
"LOC116202949","GO:0016021"
"LOC116202954","GO:0016021"
"LOC116203544",""
"LOC116200890","GO:0030145; GO:0070006"
"LOC116203550","GO:0016021"
"LOC116202967","GO:0004630; GO:0005509; GO:0016020; GO:0016042; GO:0046470; GO:0070290"
"LOC116199406","GO:0004674; GO:0005524"
"LOC116202974","GO:0008194; GO:0016021"
"LOC116203561","GO:0000166; GO:0000175; GO:0000467; GO:0003676"
"LOC116202990","GO:0003743; GO:0003924; GO:0005525; GO:0043231"
"LOC116202992","GO:0046872"
"LOC116201429","GO:0009055"
"LOC116203571","GO:0016021"
"LOC116203005","GO:0005524; GO:0005634; GO:0006281; GO:0016887"
"LOC116200913","GO:0004674; GO:0005524; GO:0051301"
"LOC116201437",""
"LOC116203575",""
"LOC116199438","GO:0005507; GO:0005576; GO:0016491"
"LOC116199442",""
"LOC116203010","GO:0004712; GO:0005524; GO:0051304"
"LOC116199447","GO:0003713"
"LOC116201458","GO:0016491"
"LOC116203015","GO:0008168; GO:0032259; GO:0046872"
"LOC116203584","GO:0005384; GO:0016021; GO:0030026"
"LOC116203020","GO:0016021"
"LOC116203585","GO:0003676; GO:0004523; GO:0015074; GO:0030430"
"LOC116199462","GO:0005509; GO:0009535; GO:0009654; GO:0015979; GO:0019898"
"LOC116201479","GO:0048364"
"LOC116199472","GO:0004674; GO:0005524"
"LOC116203578","GO:0003700; GO:0005634; GO:0045893"
"LOC116201493","GO:0006302; GO:0007095; GO:0030870"
"LOC116200947","GO:0004252; GO:0006465; GO:0016020"
"LOC116203045",""
"LOC116203602","GO:0003677; GO:0004185; GO:0046983"
"LOC116203047","GO:0003676; GO:0003724; GO:0005524; GO:0016787"
"LOC116199484",""
"LOC116203611","GO:0004555; GO:0005991"
"LOC116203055","GO:0004672; GO:0005524; GO:0016021"
"LOC116203614","GO:0006004; GO:0016757"
"LOC116200951","GO:0006886; GO:0006888; GO:0008270; GO:0030127"
"LOC116203065","GO:0008270"
"LOC116201512",""
"LOC116199494",""
"LOC116201517","GO:0003723"
"LOC116201521","GO:0004362; GO:0097573"
"LOC116203076","GO:0061617"
"LOC116201526","GO:0016788"
"LOC116199503","GO:0005085"
"LOC116203629",""
"LOC116199509",""
"LOC116203633",""
"LOC116199516","GO:0004725; GO:0008138; GO:0051015"
"LOC116203637","GO:0015145; GO:0015293; GO:0016021"
"LOC116201543","GO:0004190; GO:0016021"
"LOC116203639","GO:0005789; GO:0006950; GO:0016021"
"LOC116203641","GO:0003677; GO:0006355"
"LOC116203102","GO:0008168; GO:0032259"
"LOC116201553","GO:0004568; GO:0005975; GO:0006032; GO:0016998"
"LOC116199523","GO:0003723; GO:0004482; GO:0005634"
"LOC116203107","GO:0005975"
"LOC116203650",""
"LOC116203654","GO:0003723; GO:0016423"
"LOC116199540","GO:0003677; GO:0006952; GO:0043531; GO:0046872"
"LOC116200978",""
"LOC116203659","GO:0005576"
"LOC116203666","GO:0016021"
"LOC116201583",""
"LOC116203144",""
"LOC116203149","GO:0016788"
"LOC116203156","GO:0009055"
"LOC116201588","GO:0004672; GO:0005524; GO:0016021"
"LOC116203162","GO:0008194"
"LOC116201609",""
"LOC116201613","GO:0016491"
"LOC116199566","GO:0005524; GO:0009536; GO:0016021; GO:0140359"
"LOC116203187","GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872"
"LOC116203184","GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872"
"LOC116201621","GO:0016021; GO:0032977"
"LOC116201023","GO:0004559; GO:0006013; GO:0030246; GO:0046872"
"LOC116203205","GO:0000287; GO:0010333; GO:0016102"
"LOC116203709","GO:0008270"
"LOC116203209","GO:0003690; GO:0006353; GO:0006355"
"LOC116203216","GO:0046872; GO:0106306; GO:0106307"
"LOC116203712",""
"LOC116201638","GO:0005634; GO:0008420; GO:0070940; GO:0106306; GO:0106307"
"LOC116203714","GO:0003723"
"LOC116203225","GO:0004784; GO:0046872"
"LOC116201648","GO:0046872"
"LOC116201045","GO:0004176; GO:0004222; GO:0005524; GO:0009536; GO:0016020; GO:0016887"
"LOC116203726",""
"LOC116201653","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116203732","GO:0004521"
"LOC116199600","GO:0004222; GO:0046872"
"LOC116201663","GO:0004351; GO:0006536; GO:0030170"
"LOC116203252","GO:0003676; GO:0004523"
"LOC116203742","GO:0006004; GO:0016021; GO:0016757"
"LOC116203271","GO:0016021; GO:0017004"
"LOC116199616",""
"LOC116203280","GO:0000280; GO:0004197; GO:0005634; GO:0098813"
"LOC116203285","GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006259; GO:0042138; GO:0046872"
"LOC116203760","GO:0016791"
"LOC116203290",""
"LOC116203761","GO:0005524; GO:0080188"
"LOC116203765","GO:0009704; GO:0071277; GO:0090333"
"LOC116199632","GO:0004345; GO:0006006; GO:0009051; GO:0050661"
"LOC116201093","GO:0003676; GO:0008168; GO:0043414; GO:0090304"
"LOC116203304","GO:0005615"
"LOC116203776","GO:0004315; GO:0006633"
"LOC116199635","GO:0005548"
"LOC116203777",""
"LOC116203313","GO:0000148; GO:0003843; GO:0006075; GO:0008360; GO:0016021; GO:0071555"
"LOC116203783","GO:0005634; GO:0006355; GO:0008270"
"LOC116203319","GO:0043232"
"LOC116201104",""
"LOC116203787","GO:0005516"
"LOC116203793",""
"LOC116203328",""
"LOC116203334","GO:0005516; GO:0006952; GO:0043531"
"LOC116203801","GO:0016788"
"LOC116203340","GO:0003779"
"LOC116203346",""
"LOC116203363",""
"LOC116201694","GO:0003924; GO:0005525; GO:0005789; GO:0016021"
"LOC116203365","GO:0003723; GO:0004654; GO:0006402"
"LOC116201126",""
"LOC116203812","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116199654","GO:0008270; GO:0016491"
"LOC116203373",""
"LOC116203380","GO:0003676; GO:0003724; GO:0005524"
"LOC116203791",""
"LOC116203823","GO:0006355; GO:0048578"
"LOC116201703","GO:0003677; GO:0006952; GO:0043531; GO:0046872"
"LOC116201138",""
"LOC116203395",""
"LOC116203397",""
"LOC116199673","GO:0009850; GO:0016787"
"LOC116201147",""
"LOC116203402","GO:0004829; GO:0005524; GO:0005739; GO:0006435"
"LOC116199678","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0106310"
"LOC116203833",""
"LOC116201717",""
"LOC116201153","GO:0004073; GO:0009086; GO:0009088; GO:0009089; GO:0009097; GO:0046983; GO:0050661; GO:0051287"
"LOC116203412","GO:0016021"
"LOC116203416","GO:0016021; GO:0016757"
"LOC116203845",""
"LOC116203849",""
"LOC116201170","GO:0005524; GO:0016887"
"LOC116201739",""
"LOC116201181","GO:0002953; GO:0005524"
"LOC116203871","GO:0016042"
"LOC116201758",""
"LOC116203881",""
"LOC116203889",""
"LOC116201773","GO:0110165"
"LOC116203902",""
"LOC116201225","GO:0016787"
"LOC116199753","GO:0016021"
"LOC116201228","GO:0005634"
"LOC116203477",""
"LOC116201801","GO:0016491"
"LOC116203482","GO:0046872"
"LOC116201808","GO:0016021"
"LOC116201240",""
"LOC116203489","GO:0009506"
"LOC116199784","GO:0006284; GO:0008725"
"LOC116203911","GO:0016255; GO:0042765"
"LOC116203508","GO:0015031; GO:0016021; GO:0035673"
"LOC116199792","GO:0009506; GO:0016021"
"LOC116203913","GO:0004553; GO:0005576; GO:0005975"
"LOC116203516","GO:0000139; GO:0045492"
"LOC116201850","GO:0016021"
"LOC116203927",""
"LOC116203526","GO:0016021"
"LOC116203531","GO:0004672; GO:0005524; GO:0016021"
"LOC116199806",""
"LOC116203933",""
"LOC116203536","GO:0004672; GO:0005524; GO:0005886; GO:0016021; GO:0030246"
"LOC116203542","GO:0010343"
"LOC116203545",""
"LOC116201885","GO:0043531; GO:0050832"
"LOC116201889","GO:0005737; GO:0016021; GO:0016688; GO:0020037; GO:0034599; GO:0046872"
"LOC116203958","GO:0005524; GO:0009536; GO:0016021; GO:0140359"
"LOC116203557",""
"LOC116203960","GO:0004674; GO:0005524; GO:0016021; GO:0030246; GO:0048544"
"LOC116201896","GO:0016787"
"LOC116203962","GO:0004180; GO:0008236; GO:0016021"
"LOC116201900",""
"LOC116203562","GO:0019781; GO:0045116"
"LOC116203968","GO:0008270"
"LOC116201906","GO:0004555; GO:0005991"
"LOC116201297",""
"LOC116203570","GO:0003677; GO:0005634; GO:0046872"
"LOC116201301",""
"LOC116199843","GO:0016021; GO:0022857"
"LOC116203572","GO:0008270; GO:0016021"
"LOC116203574",""
"LOC116203994","GO:0015031; GO:0016021; GO:0035673"
"LOC116203586","GO:0016021"
"LOC116199861",""
"LOC116203596","GO:0016021"
"LOC116203599",""
"LOC116199870",""
"LOC116201323",""
"LOC116203604",""
"LOC116199873","GO:0016757"
"LOC116204013",""
"LOC116203610","GO:0005524; GO:0009536"
"LOC116201325","GO:0016021"
"LOC116203613",""
"LOC116204016",""
"LOC116201949","GO:0000139; GO:0006486; GO:0016021; GO:0016757"
"LOC116204023","GO:0016021"
"LOC116203627","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116203631",""
"LOC116203638","GO:0016787"
"LOC116201973","GO:0016274"
"LOC116203642","GO:0003677; GO:0003678; GO:0005524; GO:0006139; GO:0016818"
"LOC116199899","GO:0005516"
"LOC116201978","GO:0003924; GO:0005525; GO:0005634; GO:0006913; GO:0015031"
"LOC116199910","GO:0016787"
"LOC116204050","GO:0004601; GO:0005509; GO:0016021; GO:0050664"
"LOC116199916","GO:0008271; GO:0016021"
"LOC116201365","GO:0004674; GO:0005524; GO:0016021"
"LOC116203652",""
"LOC116204057","GO:0016491"
"LOC116203672","GO:0004044; GO:0006189; GO:0009113; GO:0009116; GO:0051536"
"LOC116204065","GO:0004843; GO:0006511; GO:0016579"
"LOC116202003","GO:0003824"
"LOC116203677","GO:0003700; GO:0005634; GO:0043565"
"LOC116204067","GO:0005524; GO:0016925; GO:0019948; GO:0031510; GO:0046872"
"LOC116202007","GO:0008194"
"LOC116203679","GO:0005634"
"LOC116203681","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0106310"
"LOC116204075","GO:0005789; GO:0009617; GO:0016021"
"LOC116202016","GO:0006355; GO:0008270; GO:0043565"
"LOC116204078","GO:0004843; GO:0006511; GO:0016021; GO:0016579; GO:0046872"
"LOC116202020","GO:0005507; GO:0046274; GO:0048046; GO:0052716"
"LOC116202027","GO:0004672; GO:0005524"
"LOC116204084",""
"LOC116204087","GO:0016021"
"LOC116203694","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116201386","GO:0005509; GO:0005788; GO:0006457; GO:0030246; GO:0051082"
"LOC116201392","GO:0005634; GO:0046983"
"LOC116203702",""
"LOC116199964",""
"LOC116204094","GO:0004664; GO:0009094; GO:0009570; GO:0047769"
"LOC116203707",""
"LOC116203710","GO:0016740"
"LOC116204104",""
"LOC116203716","GO:0005985; GO:0016157"
"LOC116204111","GO:0003677; GO:0006355"
"LOC116204116",""
"LOC116203722","GO:0016021"
"LOC116204122","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116201414","GO:0004314; GO:0016788"
"LOC116204135",""
"LOC116204139","GO:0003700; GO:0005634"
"LOC116201431","GO:0004739; GO:0006086; GO:0006096"
"LOC116199975","GO:0008168; GO:0016021; GO:0045488"
"LOC116203745","GO:0015299; GO:0016021"
"LOC116202098",""
"LOC116204167",""
"LOC116204174","GO:0016787"
"LOC116204181","GO:0016021"
"LOC116204187","GO:0004842; GO:0046872"
"LOC116203753","GO:0006355; GO:0042393"
"LOC116204198","GO:0003676; GO:0008270"
"LOC116204199","GO:0005730; GO:0006364"
"LOC116203759","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116203763","GO:0003735; GO:0005840; GO:0006412; GO:0008097"
"LOC116204029",""
"LOC116201445","GO:0003924; GO:0005525"
"LOC116204210","GO:0003676; GO:0015074"
"LOC116200000","GO:0008270"
"LOC116201491",""
"LOC116203771","GO:0006004; GO:0016021; GO:0016757"
"LOC116204223",""
"LOC116204230",""
"LOC116204237",""
"LOC116203778","GO:0004674; GO:0005524; GO:0016021"
"LOC116201500","GO:0005525; GO:0046872"
"LOC116204242",""
"LOC116204247","GO:0008233"
"LOC116203780","GO:0005524; GO:0006952; GO:0043531"
"LOC116201508","GO:0005975; GO:0006099; GO:0006108; GO:0030060"
"LOC116203788","GO:0005516"
"LOC116204260",""
"LOC116202249","GO:0003723"
"LOC116200022",""
"LOC116201524","GO:0016787"
"LOC116204268",""
"LOC116203804","GO:0016021"
"LOC116204274",""
"LOC116204281","GO:0004842; GO:0046872"
"LOC116203815","GO:0003684; GO:0003887; GO:0005634; GO:0006281"
"LOC116201544","GO:0003677; GO:0006355"
"LOC116203820","GO:0046872"
"LOC116203822","GO:0003924; GO:0005525; GO:0043231"
"LOC116204286","GO:0000272; GO:0010468; GO:0016161; GO:0102229"
"LOC116202270","GO:0004190; GO:0016021"
"LOC116201559","GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872"
"LOC116203832","GO:0016021; GO:0022857"
"LOC116200055","GO:0003677; GO:0003700; GO:0005634"
"LOC116204299","GO:0016021"
"LOC116204305","GO:0006952"
"LOC116203839","GO:0005542; GO:0016740"
"LOC116200067","GO:0016021"
"LOC116204312","GO:0003677; GO:0046872"
"LOC116201569","GO:0016021"
"LOC116204319","GO:0008233"
"LOC116204323","GO:0003677; GO:0005634"
"LOC116204328","GO:0016788"
"LOC116204333","GO:0005249; GO:0016021"
"LOC116204341","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116203870","GO:0016021"
"LOC116201587","GO:0016021"
"LOC116204346","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116201590","GO:0005576; GO:0009607"
"LOC116204350","GO:0005737; GO:0005874; GO:0008017; GO:0008352; GO:0051013"
"LOC116203880","GO:0003723; GO:0005634"
"LOC116201595",""
"LOC116204366","GO:0005783; GO:0005886; GO:0010155"
"LOC116203887","GO:0003677; GO:0003678; GO:0005524; GO:0006289; GO:0006367; GO:0016887"
"LOC116200091","GO:0016021"
"LOC116203892","GO:0000166; GO:0003924; GO:0006807; GO:0016151"
"LOC116204371",""
"LOC116203898","GO:0016021"
"LOC116201615","GO:0008194"
"LOC116204376",""
"LOC116204385","GO:0000287; GO:0010333"
"LOC116202322","GO:0000976; GO:0003700; GO:0006351"
"LOC116204396","GO:0005634; GO:0017056"
"LOC116204410","GO:0016021; GO:0016491; GO:0046872"
"LOC116202335","GO:0004672; GO:0005524; GO:0016021"
"LOC116203912","GO:0006004; GO:0016740"
"LOC116201631","GO:0005643; GO:0015031; GO:0016973"
"LOC116204416",""
"LOC116201637","GO:0016021"
"LOC116204421",""
"LOC116203921",""
"LOC116201641","GO:0005509"
"LOC116202346","GO:0008810; GO:0016021; GO:0030245"
"LOC116201645","GO:0000166; GO:0003677; GO:0003887; GO:0005634; GO:0006260; GO:0046872; GO:0051539"
"LOC116203931","GO:0016021; GO:0022857"
"LOC116202355","GO:0005524; GO:0008233"
"LOC116204437","GO:0005524; GO:0005634; GO:0006355; GO:0042393; GO:0048856"
"LOC116201651",""
"LOC116203944","GO:0003777; GO:0005524; GO:0007018; GO:0008017"
"LOC116204438","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116204443","GO:0005344; GO:0019825; GO:0020037; GO:0046872"
"LOC116203949",""
"LOC116202367","GO:0016021; GO:0140575"
"LOC116204444",""
"LOC116201669","GO:0008270"
"LOC116203955",""
"LOC116204452","GO:0005737; GO:0009097; GO:0009099; GO:1990610"
"LOC116200110","GO:0015297; GO:0016021; GO:0042910"
"LOC116202381","GO:0005743"
"LOC116203965","GO:0016301"
"LOC116200115","GO:0004672; GO:0005524"
"LOC116203967","GO:0046872"
"LOC116204463","GO:0003779; GO:0015629; GO:0030042"
"LOC116203971","GO:0016021"
"LOC116204467","GO:0004650; GO:0005975"
"LOC116202398","GO:0005524; GO:0006457; GO:0016887; GO:0051082"
"LOC116202407","GO:0016021"
"LOC116203992","GO:0016853"
"LOC116200139","GO:0004014; GO:0006557; GO:0006597; GO:0008295"
"LOC116204480",""
"LOC116204488","GO:0043229"
"LOC116204004","GO:0008270; GO:0016874; GO:0019789"
"LOC116202430",""
"LOC116204491","GO:0003684; GO:0006284; GO:0006289; GO:0008534; GO:0140078"
"LOC116204495","GO:0004222; GO:0016021; GO:0071586"
"LOC116200152","GO:0015031"
"LOC116201681","GO:0003677; GO:0006952; GO:0043531; GO:0046872"
"LOC116204009","GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017; GO:0032886; GO:0048364"
"LOC116204499","GO:0005975"
"LOC116204031","GO:0004672; GO:0005524"
"LOC116204035",""
"LOC116204517","GO:0003723"
"LOC116200173",""
"LOC116201691","GO:0004177; GO:0008237; GO:0008270; GO:0016020; GO:0043231"
"LOC116204045","GO:0004725; GO:0008138"
"LOC116200182","GO:0019478; GO:0046872; GO:0051499"
"LOC116204535","GO:0047834"
"LOC116202469","GO:0004674; GO:0005524"
"LOC116201699","GO:0005524; GO:0006952; GO:0043531"
"LOC116204540",""
"LOC116204548","GO:0003755"
"LOC116202483","GO:0005524; GO:0009536; GO:0016021; GO:0016887"
"LOC116204066",""
"LOC116204070",""
"LOC116204564",""
"LOC116204569","GO:0016491"
"LOC116204081","GO:0008652; GO:0009082; GO:0050048; GO:0052654; GO:0052655; GO:0052656"
"LOC116204573",""
"LOC116204089","GO:0005525"
"LOC116202518","GO:0016021"
"LOC116204093",""
"LOC116200215","GO:0000148; GO:0003843; GO:0006075; GO:0008360; GO:0016021; GO:0071555"
"LOC116202525",""
"LOC116201734",""
"LOC116204596","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116200222",""
"LOC116204598","GO:0004674; GO:0005524; GO:0016021"
"LOC116201736",""
"LOC116204109","GO:0003676; GO:0008270"
"LOC116204114","GO:0004222; GO:0005886; GO:0008270; GO:0031012; GO:0031225"
"LOC116202542","GO:0007049; GO:0051301"
"LOC116204119","GO:0016021; GO:0022857"
"LOC116202546","GO:0003978; GO:0006012"
"LOC116204604","GO:0004674; GO:0005524; GO:0016021"
"LOC116204132",""
"LOC116204608","GO:0004674; GO:0005524; GO:0016021"
"LOC116202550","GO:0003723; GO:0006417"
"LOC116204137",""
"LOC116204613","GO:0004674; GO:0005524; GO:0016021"
"LOC116204142","GO:0004672; GO:0005524; GO:0016021"
"LOC116204614","GO:0004842; GO:0046872"
"LOC116202556","GO:0006520; GO:0016831; GO:0030170"
"LOC116204620",""
"LOC116202564",""
"LOC116204171","GO:0046983"
"LOC116201786",""
"LOC116204177","GO:0016301"
"LOC116204185","GO:0016021"
"LOC116204641","GO:0005634; GO:0006355; GO:0008270; GO:0043565"
"LOC116202584","GO:0009055"
"LOC116204191","GO:0046872"
"LOC116204195",""
"LOC116202587","GO:0005524; GO:0080188"
"LOC116202594","GO:0004672; GO:0005509; GO:0005524"
"LOC116204204","GO:0016021; GO:0022857"
"LOC116204654","GO:0003714; GO:0006351"
"LOC116204214",""
"LOC116204657","GO:0046872"
"LOC116204659",""
"LOC116201809","GO:0008271; GO:0015293; GO:0016021"
"LOC116202602","GO:0016021"
"LOC116201813","GO:0005634; GO:0006355; GO:0009734"
"LOC116204660","GO:0005524; GO:0006298; GO:0030983"
"LOC116204220",""
"LOC116204228",""
"LOC116202620",""
"LOC116204234",""
"LOC116200263","GO:0004128"
"LOC116204671",""
"LOC116202628","GO:0016021"
"LOC116201823","GO:0016021"
"LOC116204241",""
"LOC116202633","GO:0005524; GO:0080188"
"LOC116204245",""
"LOC116201831",""
"LOC116202640","GO:0003824"
"LOC116204256","GO:0004672; GO:0005524; GO:0016021"
"LOC116202649","GO:0006811; GO:0016021; GO:0055085"
"LOC116204262","GO:0046872"
"LOC116204685","GO:0003676; GO:0004523"
"LOC116204266","GO:0016021"
"LOC116202659","GO:0003700; GO:0005634"
"LOC116204692","GO:0001522; GO:0003723; GO:0008033; GO:0009982"
"LOC116204272",""
"LOC116201854",""
"LOC116202664","GO:0005524; GO:0080188"
"LOC116204279","GO:0016301"
"LOC116202669","GO:0003676"
"LOC116204697","GO:0004672; GO:0004842; GO:0005524"
"LOC116204700","GO:0008168; GO:0016021; GO:0045488"
"LOC116204704","GO:0003951; GO:0004143; GO:0005524; GO:0006952; GO:0007205"
"LOC116204287","GO:0000272; GO:0016161; GO:0102229"
"LOC116204292","GO:0005737; GO:0006637; GO:0047617"
"LOC116201878","GO:0004672; GO:0005524"
"LOC116204710","GO:0000139; GO:0005198; GO:0006886; GO:0016192; GO:0030126"
"LOC116204297",""
"LOC116204304","GO:0006952; GO:0043531"
"LOC116204714","GO:0016301"
"LOC116204310",""
"LOC116204716","GO:0003676; GO:0008270"
"LOC116204316",""
"LOC116202714","GO:0004805; GO:0005992"
"LOC116201890","GO:0006357; GO:0032777"
"LOC116204724","GO:0046872"
"LOC116204322",""
"LOC116204727","GO:0003883; GO:0005524; GO:0006541; GO:0044210"
"LOC116200312","GO:0004674; GO:0005524"
"LOC116204331",""
"LOC116204731","GO:0016020; GO:0035091; GO:0043130; GO:0043328"
"LOC116200315","GO:0005507; GO:0016491"
"LOC116204337","GO:0016021; GO:0016491"
"LOC116202725","GO:0003743"
"LOC116204344","GO:0009638; GO:0016301"
"LOC116202732","GO:0005509; GO:0005544"
"LOC116204349","GO:0005576; GO:0060320"
"LOC116201909","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116204355","GO:0004190"
"LOC116201913","GO:0015112; GO:0016021"
"LOC116200329","GO:0003677; GO:0005634"
"LOC116202740",""
"LOC116204358",""
"LOC116200333","GO:0006952"
"LOC116200341","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116204369","GO:0004672; GO:0005524; GO:0030246"
"LOC116200348","GO:0005576; GO:0005975; GO:0030246; GO:0102210"
"LOC116200356",""
"LOC116201926","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116204378",""
"LOC116200363","GO:0005524; GO:0016787"
"LOC116202759","GO:0016021"
"LOC116204383","GO:0008168; GO:0016021; GO:0032259"
"LOC116200368",""
"LOC116202764",""
"LOC116200374","GO:0003677; GO:0003700; GO:0005634; GO:0006357; GO:0046983"
"LOC116200384","GO:0003676; GO:0008270"
"LOC116201937","GO:0008270"
"LOC116200392",""
"LOC116202774","GO:0080037; GO:2000762"
"LOC116200397",""
"LOC116204408","GO:0003887; GO:0003896; GO:0042276"
"LOC116200402","GO:0016021"
"LOC116202779","GO:0004674; GO:0005524"
"LOC116204419","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116202783","GO:0004674; GO:0005524"
"LOC116200413",""
"LOC116204424","GO:0046983"
"LOC116202792","GO:0004672; GO:0005524; GO:0016021"
"LOC116204431","GO:0004707; GO:0005524"
"LOC116204754","GO:0008289"
"LOC116204756",""
"LOC116202802",""
"LOC116204435","GO:0005524; GO:0008974; GO:0019253"
"LOC116200422",""
"LOC116201955","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116204738","GO:0004190"
"LOC116200426",""
"LOC116201950","GO:0004372; GO:0008168; GO:0019264; GO:0030170; GO:0032259; GO:0035999"
"LOC116200430",""
"LOC116204440","GO:0005093; GO:0007264; GO:0015031"
"LOC116204769","GO:0000049"
"LOC116200433",""
"LOC116200441","GO:0003676; GO:0008270"
"LOC116204449",""
"LOC116204774",""
"LOC116202822","GO:0008171; GO:0032259; GO:0046983"
"LOC116202807","GO:0008171; GO:0032259; GO:0046983"
"LOC116204451","GO:0006952; GO:0043531"
"LOC116201975","GO:0003924; GO:0005525; GO:0005634; GO:0006913; GO:0015031"
"LOC116200446",""
"LOC116202827","GO:0016787"
"LOC116204458","GO:0004672; GO:0005524; GO:0110165"
"LOC116204783","GO:0016020"
"LOC116200449","GO:0003676; GO:0008270"
"LOC116201984","GO:0016301"
"LOC116204788","GO:0004519"
"LOC116200454",""
"LOC116204789",""
"LOC116200460",""
"LOC116204792",""
"LOC116204794",""
"LOC116202841","GO:0016021"
"LOC116200464","GO:0003676; GO:0008270"
"LOC116200469","GO:0003676; GO:0004523"
"LOC116204799","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0106310"
"LOC116200474",""
"LOC116202855",""
"LOC116204801","GO:0005634; GO:0007064"
"LOC116202005","GO:0006865; GO:0016021"
"LOC116204482","GO:0005634; GO:0045292"
"LOC116204806","GO:0016021; GO:0035598; GO:0046872; GO:0051539; GO:0061712"
"LOC116204490","GO:0016021; GO:0046873"
"LOC116200488",""
"LOC116204810","GO:0004674; GO:0004712; GO:0005524; GO:0106310"
"LOC116204493","GO:0016021"
"LOC116200491",""
"LOC116204813","GO:0005634; GO:0006807; GO:0044238; GO:0046872; GO:0071704"
"LOC116204497","GO:0016021"
"LOC116200498",""
"LOC116202033","GO:0005249; GO:0016021"
"LOC116202873","GO:0005652; GO:0006997"
"LOC116204817","GO:0016021"
"LOC116200504","GO:0003676; GO:0008270"
"LOC116204821","GO:0010265"
"LOC116204505","GO:0004672; GO:0005524; GO:0016021"
"LOC116204825",""
"LOC116200511",""
"LOC116202888","GO:0000977; GO:0005634; GO:0045944; GO:0046983"
