transcript_id,protein_id,gene_id
XM_031542557.1,XP_031398417.1,LOC116208981
XM_031542558.1,XP_031398418.1,LOC116208972
XM_031542559.1,XP_031398419.1,LOC116208982
XM_031542560.1,XP_031398420.1,LOC116208983
XM_031542561.1,XP_031398421.1,LOC116208984
XM_031542562.1,XP_031398422.1,LOC116208987
XM_031542563.1,XP_031398423.1,LOC116208988
XM_031542564.1,XP_031398424.1,LOC116208957
XM_031542565.1,XP_031398425.1,LOC116208972
XM_031542567.1,XP_031398427.1,LOC116208992
XM_031542568.1,XP_031398428.1,LOC116208972
XM_031542569.1,XP_031398429.1,LOC116208993
XM_031542570.1,XP_031398430.1,LOC116208995
XM_031542571.1,XP_031398431.1,LOC116208996
XM_031542572.1,XP_031398432.1,LOC116208997
XM_031542573.1,XP_031398433.1,LOC116208972
XM_031542574.1,XP_031398434.1,LOC116208998
XM_031542575.1,XP_031398435.1,LOC116209000
XM_031542576.1,XP_031398436.1,LOC116209001
XM_031542577.1,XP_031398437.1,LOC116208972
XM_031542578.1,,LOC116209002
XM_031542579.1,XP_031398439.1,LOC116209004
XM_031542580.1,XP_031398440.1,LOC116209005
XM_031542581.1,XP_031398441.1,LOC116208972
XM_031542582.1,XP_031398442.1,LOC116209006
XM_031542583.1,XP_031398443.1,LOC116209007
XM_031542584.1,XP_031398444.1,LOC116209011
XM_031542585.1,XP_031398445.1,LOC116209013
XM_031542586.1,XP_031398446.1,LOC116209014
XM_031542587.1,XP_031398447.1,LOC116209015
XM_031542588.1,XP_031398448.1,LOC116209012
XM_031542589.1,XP_031398449.1,LOC116209016
XM_031542590.1,XP_031398450.1,LOC116209019
XM_031542591.1,XP_031398451.1,LOC116209020
XM_031542592.1,XP_031398452.1,LOC116209012
XM_031542593.1,XP_031398453.1,LOC116209025
XM_031542594.1,XP_031398454.1,LOC116209026
XM_031542595.1,XP_031398455.1,LOC116209027
XM_031542596.1,XP_031398456.1,LOC116209028
XM_031542597.1,XP_031398457.1,LOC116209029
XM_031542598.1,XP_031398458.1,LOC116209031
XM_031542599.1,XP_031398459.1,LOC116209032
XM_031542600.1,XP_031398460.1,LOC116209035
XM_031542601.1,XP_031398461.1,LOC116209036
XM_031542602.1,XP_031398462.1,LOC116209038
XM_031542603.1,XP_031398463.1,LOC116209039
XM_031542604.1,XP_031398464.1,LOC116209040
XM_031542605.1,XP_031398465.1,LOC116209037
XM_031542606.1,XP_031398466.1,LOC116209041
XM_031542607.1,XP_031398467.1,LOC116208957
XM_031542608.1,XP_031398468.1,LOC116209043
XM_031542609.1,XP_031398469.1,LOC116209044
XM_031542610.1,XP_031398470.1,LOC116209045
XM_031542611.1,XP_031398471.1,LOC116209047
XM_031542612.1,XP_031398472.1,LOC116209048
XM_031542613.1,XP_031398473.1,LOC116209049
XM_031542614.1,XP_031398474.1,LOC116209050
XM_031542615.1,XP_031398475.1,LOC116209051
XM_031542616.1,XP_031398476.1,LOC116209052
XM_031542617.1,XP_031398477.1,LOC116209053
XM_031542618.1,XP_031398478.1,LOC116209054
XM_031542619.1,XP_031398479.1,LOC116209055
XM_031542620.1,XP_031398480.1,LOC116209056
XM_031542621.1,,LOC116209058
XM_031542622.1,XP_031398482.1,LOC116209059
XM_031542623.1,XP_031398483.1,LOC116209057
XM_031542624.1,XP_031398484.1,LOC116209060
XM_031542625.1,XP_031398485.1,LOC116209061
XM_031542626.1,XP_031398486.1,LOC116209062
XM_031542627.1,XP_031398487.1,LOC116209064
XM_031542628.1,XP_031398488.1,LOC116209063
XM_031542629.1,,LOC116209066
XM_031542630.1,XP_031398490.1,LOC116209067
XM_031542631.1,XP_031398491.1,LOC116209068
XM_031542632.1,XP_031398492.1,LOC116209070
XM_031542633.1,XP_031398493.1,LOC116209063
XM_031542634.1,XP_031398494.1,LOC116209072
XM_031542635.1,XP_031398495.1,LOC116209073
XM_031542636.1,XP_031398496.1,LOC116209074
XM_031542637.1,XP_031398497.1,LOC116209077
XM_031542638.1,XP_031398498.1,LOC116209076
XM_031542639.1,XP_031398499.1,LOC116209080
XM_031542640.1,,LOC116209081
XM_031542640.1,,LOC116209081
XM_031542641.1,XP_031398501.1,LOC116209082
XM_031542642.1,XP_031398502.1,LOC116209083
XM_031542643.1,XP_031398503.1,LOC116209085
XM_031542644.1,XP_031398504.1,LOC116209086
XM_031542645.1,XP_031398505.1,LOC116209087
XM_031542646.1,XP_031398506.1,LOC116209084
XM_031542647.1,XP_031398507.1,LOC116209088
XM_031542648.1,XP_031398508.1,LOC116209090
XM_031542649.1,XP_031398509.1,LOC116209091
XM_031542650.1,XP_031398510.1,LOC116209093
XM_031542651.1,XP_031398511.1,LOC116209094
XM_031542652.1,XP_031398512.1,LOC116209092
XM_031542653.1,XP_031398513.1,LOC116209095
XM_031542654.1,XP_031398514.1,LOC116209096
XM_031542655.1,XP_031398515.1,LOC116209097
XM_031542656.1,XP_031398516.1,LOC116209098
XM_031542657.1,XP_031398517.1,LOC116209099
XM_031542658.1,XP_031398518.1,LOC116209101
XM_031542659.1,XP_031398519.1,LOC116209102
XM_031542660.1,XP_031398520.1,LOC116209100
XM_031542661.1,XP_031398521.1,LOC116209103
XM_031542662.1,XP_031398522.1,LOC116209105
XM_031542663.1,XP_031398523.1,LOC116208957
XM_031542664.1,XP_031398524.1,LOC116209107
XM_031542665.1,XP_031398525.1,LOC116209108
XM_031542666.1,XP_031398526.1,LOC116209106
XM_031542667.1,XP_031398527.1,LOC116209109
XM_031542668.1,XP_031398528.1,LOC116209110
XM_031542669.1,XP_031398529.1,LOC116209111
XM_031542670.1,XP_031398530.1,LOC116209112
XM_031542672.1,XP_031398532.1,LOC116209114
XM_031542673.1,XP_031398533.1,LOC116209116
XM_031542674.1,XP_031398534.1,LOC116209117
XM_031542675.1,XP_031398535.1,LOC116209115
XM_031542676.1,XP_031398536.1,LOC116209118
XM_031542677.1,XP_031398537.1,LOC116209120
XM_031542678.1,XP_031398538.1,LOC116209121
XM_031542679.1,XP_031398539.1,LOC116209122
XM_031542680.1,XP_031398540.1,LOC116209123
XM_031542681.1,XP_031398541.1,LOC116209126
XM_031542682.1,XP_031398542.1,LOC116209127
XM_031542683.1,XP_031398543.1,LOC116209124
XM_031542684.1,XP_031398544.1,LOC116209128
XM_031542685.1,XP_031398545.1,LOC116209129
XM_031542686.1,XP_031398546.1,LOC116209130
XM_031542687.1,XP_031398547.1,LOC116209131
XM_031542688.1,XP_031398548.1,LOC116209124
XM_031542689.1,XP_031398549.1,LOC116209132
XM_031542690.1,XP_031398550.1,LOC116209133
XM_031542691.1,XP_031398551.1,LOC116209135
XM_031542692.1,XP_031398552.1,LOC116209134
XM_031542693.1,XP_031398553.1,LOC116209137
XM_031542694.1,XP_031398554.1,LOC116209138
XM_031542695.1,XP_031398555.1,LOC116209139
XM_031542696.1,XP_031398556.1,LOC116209141
XM_031542697.1,XP_031398557.1,LOC116209142
XM_031542698.1,XP_031398558.1,LOC116209140
XM_031542699.1,XP_031398559.1,LOC116209143
XM_031542700.1,XP_031398560.1,LOC116209144
XM_031542701.1,XP_031398561.1,LOC116209145
XM_031542702.1,XP_031398562.1,LOC116209146
XM_031542703.1,XP_031398563.1,LOC116209147
XM_031542704.1,XP_031398564.1,LOC116209140
XM_031542705.1,XP_031398565.1,LOC116209148
XM_031542706.1,XP_031398566.1,LOC116209149
XM_031542707.1,XP_031398567.1,LOC116209151
XM_031542708.1,XP_031398568.1,LOC116209152
XM_031542709.1,XP_031398569.1,LOC116209140
XM_031542710.1,XP_031398570.1,LOC116209155
XM_031542711.1,XP_031398571.1,LOC116209156
XM_031542712.1,XP_031398572.1,LOC116209140
XM_031542713.1,XP_031398573.1,LOC116209157
XM_031542714.1,XP_031398574.1,LOC116209158
XM_031542715.1,XP_031398575.1,LOC116209159
XM_031542716.1,XP_031398576.1,LOC116209160
XM_031542717.1,XP_031398577.1,LOC116209140
XM_031542718.1,XP_031398578.1,LOC116209161
XM_031542719.1,XP_031398579.1,LOC116209161
XM_031542720.1,XP_031398580.1,LOC116209161
XM_031542721.1,XP_031398581.1,LOC116209162
XM_031542722.1,XP_031398582.1,LOC116209163
XM_031542723.1,XP_031398583.1,LOC116209165
XM_031542724.1,XP_031398584.1,LOC116209165
XM_031542725.1,XP_031398585.1,LOC116209140
XM_031542726.1,XP_031398586.1,LOC116209165
XM_031542727.1,XP_031398587.1,LOC116209166
XM_031542728.1,XP_031398588.1,LOC116209167
XM_031542729.1,XP_031398589.1,LOC116209167
XM_031542730.1,XP_031398590.1,LOC116209168
XM_031542731.1,XP_031398591.1,LOC116209170
XM_031542732.1,XP_031398592.1,LOC116209140
XM_031542733.1,XP_031398593.1,LOC116209171
XM_031542734.1,XP_031398594.1,LOC116209172
XM_031542735.1,XP_031398595.1,LOC116209173
XM_031542736.1,XP_031398596.1,LOC116209174
XM_031542737.1,XP_031398597.1,LOC116209175
XM_031542738.1,XP_031398598.1,LOC116209176
XM_031542739.1,XP_031398599.1,LOC116209177
XM_031542740.1,XP_031398600.1,LOC116209177
XM_031542741.1,XP_031398601.1,LOC116209177
XM_031542742.1,XP_031398602.1,LOC116209179
XM_031542743.1,XP_031398603.1,LOC116209154
XM_031542744.1,XP_031398604.1,LOC116209178
XM_031542745.1,XP_031398605.1,LOC116209180
XM_031542746.1,XP_031398606.1,LOC116209181
XM_031542747.1,XP_031398607.1,LOC116209182
XM_031542748.1,XP_031398608.1,LOC116209183
XM_031542749.1,XP_031398609.1,LOC116209183
XM_031542750.1,XP_031398610.1,LOC116209183
XM_031542751.1,XP_031398611.1,LOC116209183
XM_031542752.1,XP_031398612.1,LOC116209183
XM_031542753.1,XP_031398613.1,LOC116209183
XM_031542754.1,XP_031398614.1,LOC116209183
XM_031542755.1,XP_031398615.1,LOC116209183
XM_031542756.1,XP_031398616.1,LOC116209184
XM_031542757.1,XP_031398617.1,LOC116209183
XM_031542758.1,XP_031398618.1,LOC116209185
XM_031542759.1,XP_031398619.1,LOC116209185
XM_031542760.1,XP_031398620.1,LOC116209185
XM_031542761.1,XP_031398621.1,LOC116209186
XM_031542762.1,XP_031398622.1,LOC116209187
XM_031542763.1,XP_031398623.1,LOC116209187
XM_031542764.1,XP_031398624.1,LOC116209187
XM_031542765.1,XP_031398625.1,LOC116209187
XM_031542766.1,XP_031398626.1,LOC116209187
XM_031542767.1,XP_031398627.1,LOC116209187
XM_031542768.1,XP_031398628.1,LOC116209188
XM_031542769.1,XP_031398629.1,LOC116209189
XM_031542770.1,XP_031398630.1,LOC116209190
XM_031542771.1,XP_031398631.1,LOC116209191
XM_031542772.1,XP_031398632.1,LOC116209192
XM_031542773.1,XP_031398633.1,LOC116209193
XM_031542774.1,XP_031398634.1,LOC116209193
XM_031542775.1,XP_031398635.1,LOC116209194
XM_031542776.1,XP_031398636.1,LOC116209196
XM_031542777.1,XP_031398637.1,LOC116209197
XM_031542778.1,XP_031398638.1,LOC116209195
XM_031542779.1,XP_031398639.1,LOC116209198
XM_031542780.1,XP_031398640.1,LOC116209199
XM_031542781.1,XP_031398641.1,LOC116209200
XM_031542782.1,XP_031398642.1,LOC116209201
XM_031542783.1,XP_031398643.1,LOC116209202
XM_031542784.1,XP_031398644.1,LOC116209205
XM_031542785.1,XP_031398645.1,LOC116209207
XM_031542786.1,XP_031398646.1,LOC116209207
XM_031542787.1,XP_031398647.1,LOC116209207
XM_031542788.1,XP_031398648.1,LOC116209207
XM_031542789.1,XP_031398649.1,LOC116209207
XM_031542790.1,XP_031398650.1,LOC116209207
XM_031542791.1,XP_031398651.1,LOC116209207
XM_031542792.1,XP_031398652.1,LOC116209207
XM_031542793.1,XP_031398653.1,LOC116209208
XM_031542794.1,XP_031398654.1,LOC116209209
XM_031542795.1,XP_031398655.1,LOC116209211
XM_031542796.1,XP_031398656.1,LOC116209212
XM_031542797.1,XP_031398657.1,LOC116209212
XM_031542798.1,XP_031398658.1,LOC116209212
XM_031542799.1,XP_031398659.1,LOC116209212
XM_031542800.1,XP_031398660.1,LOC116209213
XM_031542801.1,XP_031398661.1,LOC116209214
XM_031542802.1,XP_031398662.1,LOC116209215
XM_031542803.1,XP_031398663.1,LOC116209216
XM_031542804.1,XP_031398664.1,LOC116209217
XM_031542805.1,XP_031398665.1,LOC116209218
XM_031542806.1,XP_031398666.1,LOC116209220
XM_031542807.1,XP_031398667.1,LOC116209221
XM_031542808.1,XP_031398668.1,LOC116209219
XM_031542809.1,XP_031398669.1,LOC116209224
XM_031542810.1,XP_031398670.1,LOC116209226
XM_031542811.1,XP_031398671.1,LOC116209226
XM_031542812.1,XP_031398672.1,LOC116209228
XM_031542813.1,XP_031398673.1,LOC116209228
XM_031542814.1,XP_031398674.1,LOC116209228
XM_031542815.1,XP_031398675.1,LOC116209228
XM_031542816.1,XP_031398676.1,LOC116209228
XM_031542817.1,XP_031398677.1,LOC116209228
XM_031542818.1,XP_031398678.1,LOC116209231
XM_031542819.1,XP_031398679.1,LOC116209230
XM_031542820.1,XP_031398680.1,LOC116209233
XM_031542821.1,XP_031398681.1,LOC116209234
XM_031542822.1,XP_031398682.1,LOC116209234
XM_031542823.1,XP_031398683.1,LOC116209235
XM_031542824.1,XP_031398684.1,LOC116209235
XM_031542825.1,XP_031398685.1,LOC116209230
XM_031542826.1,XP_031398686.1,LOC116209237
XM_031542827.1,XP_031398687.1,LOC116209238
XM_031542828.1,XP_031398688.1,LOC116209239
XM_031542829.1,XP_031398689.1,LOC116209240
XM_031542830.1,XP_031398690.1,LOC116209241
XM_031542831.1,XP_031398691.1,LOC116209242
XM_031542832.1,XP_031398692.1,LOC116209243
XM_031542833.1,XP_031398693.1,LOC116209246
XM_031542834.1,XP_031398694.1,LOC116209247
XM_031542835.1,XP_031398695.1,LOC116209248
XM_031542836.1,XP_031398696.1,LOC116209244
XM_031542837.1,XP_031398697.1,LOC116209248
XM_031542838.1,XP_031398698.1,LOC116209248
XM_031542839.1,XP_031398699.1,LOC116209250
XM_031542840.1,XP_031398700.1,LOC116209250
XM_031542841.1,XP_031398701.1,LOC116209251
XM_031542842.1,XP_031398702.1,LOC116209252
XM_031542843.1,XP_031398703.1,LOC116209244
XM_031542844.1,XP_031398704.1,LOC116209253
XM_031542845.1,XP_031398705.1,LOC116209253
XM_031542846.1,XP_031398706.1,LOC116209253
XM_031542847.1,XP_031398707.1,LOC116209254
XM_031542848.1,XP_031398708.1,LOC116209254
XM_031542849.1,XP_031398709.1,LOC116209254
XM_031542850.1,XP_031398710.1,LOC116209256
XM_031542851.1,XP_031398711.1,LOC116209256
XM_031542852.1,XP_031398712.1,LOC116209229
XM_031542853.1,XP_031398713.1,LOC116209256
XM_031542854.1,XP_031398714.1,LOC116209258
XM_031542855.1,XP_031398715.1,LOC116209259
XM_031542856.1,XP_031398716.1,LOC116209257
XM_031542857.1,XP_031398717.1,LOC116209260
XM_031542858.1,XP_031398718.1,LOC116209261
XM_031542859.1,XP_031398719.1,LOC116209261
XM_031542860.1,XP_031398720.1,LOC116209265
XM_031542861.1,XP_031398721.1,LOC116209266
XM_031542862.1,XP_031398722.1,LOC116209266
XM_031542863.1,XP_031398723.1,LOC116209268
XM_031542864.1,XP_031398724.1,LOC116209269
XM_031542865.1,XP_031398725.1,LOC116209270
XM_031542866.1,XP_031398726.1,LOC116209267
XM_031542867.1,XP_031398727.1,LOC116209271
XM_031542868.1,XP_031398728.1,LOC116209271
XM_031542869.1,XP_031398729.1,LOC116209272
XM_031542870.1,XP_031398730.1,LOC116209275
XM_031542871.1,XP_031398731.1,LOC116209276
XM_031542872.1,XP_031398732.1,LOC116209278
XM_031542873.1,XP_031398733.1,LOC116209279
XM_031542874.1,XP_031398734.1,LOC116209277
XM_031542875.1,XP_031398735.1,LOC116209280
XM_031542876.1,XP_031398736.1,LOC116209281
XM_031542877.1,XP_031398737.1,LOC116209282
XM_031542878.1,XP_031398738.1,LOC116209285
XM_031542879.1,XP_031398739.1,LOC116209277
XM_031542880.1,XP_031398740.1,LOC116209286
XM_031542881.1,XP_031398741.1,LOC116209287
XM_031542882.1,XP_031398742.1,LOC116209287
XM_031542883.1,XP_031398743.1,LOC116209288
XM_031542884.1,XP_031398744.1,LOC116209288
XM_031542885.1,XP_031398745.1,LOC116209289
XM_031542886.1,XP_031398746.1,LOC116209290
XM_031542887.1,XP_031398747.1,LOC116209292
XM_031542888.1,XP_031398748.1,LOC116209292
XM_031542889.1,XP_031398749.1,LOC116209292
XM_031542890.1,XP_031398750.1,LOC116209291
XM_031542891.1,XP_031398751.1,LOC116209293
XM_031542892.1,XP_031398752.1,LOC116209294
XM_031542893.1,XP_031398753.1,LOC116209295
XM_031542894.1,XP_031398754.1,LOC116209296
XM_031542895.1,XP_031398755.1,LOC116209296
XM_031542896.1,XP_031398756.1,LOC116209297
XM_031542897.1,XP_031398757.1,LOC116209298
XM_031542898.1,XP_031398758.1,LOC116209299
XM_031542899.1,XP_031398759.1,LOC116209299
XM_031542900.1,XP_031398760.1,LOC116209301
XM_031542901.1,XP_031398761.1,LOC116209302
XM_031542902.1,XP_031398762.1,LOC116209300
XM_031542903.1,XP_031398763.1,LOC116209304
XM_031542904.1,XP_031398764.1,LOC116209305
XM_031542905.1,XP_031398765.1,LOC116209305
XM_031542906.1,XP_031398766.1,LOC116209305
XM_031542907.1,XP_031398767.1,LOC116209306
XM_031542908.1,XP_031398768.1,LOC116209307
XM_031542909.1,XP_031398769.1,LOC116209308
XM_031542910.1,XP_031398770.1,LOC116209308
XM_031542911.1,XP_031398771.1,LOC116209310
XM_031542912.1,XP_031398772.1,LOC116209310
XM_031542913.1,XP_031398773.1,LOC116209311
XM_031542914.1,XP_031398774.1,LOC116209309
XM_031542915.1,XP_031398775.1,LOC116209312
XM_031542916.1,XP_031398776.1,LOC116209314
XM_031542917.1,XP_031398777.1,LOC116209314
XM_031542918.1,XP_031398778.1,LOC116209314
XM_031542919.1,XP_031398779.1,LOC116209315
XM_031542920.1,XP_031398780.1,LOC116209316
XM_031542921.1,XP_031398781.1,LOC116209309
XM_031542922.1,XP_031398782.1,LOC116209317
XM_031542923.1,XP_031398783.1,LOC116209317
XM_031542924.1,XP_031398784.1,LOC116209319
XM_031542925.1,XP_031398785.1,LOC116209320
XM_031542926.1,XP_031398786.1,LOC116209321
XM_031542927.1,XP_031398787.1,LOC116209322
XM_031542928.1,XP_031398788.1,LOC116209324
XM_031542929.1,XP_031398789.1,LOC116209325
XM_031542930.1,XP_031398790.1,LOC116209323
XM_031542931.1,XP_031398791.1,LOC116209328
XM_031542932.1,XP_031398792.1,LOC116209329
XM_031542933.1,XP_031398793.1,LOC116209331
XM_031542934.1,XP_031398794.1,LOC116209332
XM_031542935.1,XP_031398795.1,LOC116209332
XM_031542936.1,XP_031398796.1,LOC116209332
XM_031542937.1,XP_031398797.1,LOC116209332
XM_031542938.1,XP_031398798.1,LOC116209323
XM_031542939.1,XP_031398799.1,LOC116209332
XM_031542940.1,XP_031398800.1,LOC116209332
XM_031542941.1,XP_031398801.1,LOC116209333
XM_031542942.1,XP_031398802.1,LOC116209334
XM_031542943.1,XP_031398803.1,LOC116209335
XM_031542944.1,XP_031398804.1,LOC116209336
XM_031542945.1,XP_031398805.1,LOC116209337
XM_031542946.1,XP_031398806.1,LOC116209323
XM_031542947.1,XP_031398807.1,LOC116209338
XM_031542948.1,XP_031398808.1,LOC116209338
XM_031542949.1,XP_031398809.1,LOC116209339
XM_031542950.1,XP_031398810.1,LOC116209340
XM_031542951.1,XP_031398811.1,LOC116209341
XM_031542952.1,XP_031398812.1,LOC116209342
XM_031542953.1,XP_031398813.1,LOC116209343
XM_031542954.1,XP_031398814.1,LOC116209323
XM_031542955.1,XP_031398815.1,LOC116209345
XM_031542956.1,XP_031398816.1,LOC116209346
XM_031542957.1,XP_031398817.1,LOC116209318
XM_031542958.1,XP_031398818.1,LOC116209347
XM_031542959.1,XP_031398819.1,LOC116209347
XM_031542960.1,XP_031398820.1,LOC116209348
XM_031542961.1,XP_031398821.1,LOC116209348
XM_031542962.1,XP_031398822.1,LOC116209323
XM_031542963.1,XP_031398823.1,LOC116209349
XM_031542964.1,XP_031398824.1,LOC116209350
XM_031542965.1,XP_031398825.1,LOC116209352
XM_031542966.1,XP_031398826.1,LOC116209353
XM_031542967.1,XP_031398827.1,LOC116209353
XM_031542968.1,XP_031398828.1,LOC116209354
XM_031542969.1,XP_031398829.1,LOC116209355
XM_031542970.1,XP_031398830.1,LOC116209323
XM_031542971.1,XP_031398831.1,LOC116209358
XM_031542972.1,XP_031398832.1,LOC116209359
XM_031542973.1,XP_031398833.1,LOC116209360
XM_031542974.1,XP_031398834.1,LOC116209361
XM_031542975.1,XP_031398835.1,LOC116209361
XM_031542976.1,XP_031398836.1,LOC116209363
XM_031542977.1,XP_031398837.1,LOC116209363
XM_031542978.1,XP_031398838.1,LOC116209364
XM_031542979.1,XP_031398839.1,LOC116209364
XM_031542980.1,XP_031398840.1,LOC116209362
XM_031542981.1,XP_031398841.1,LOC116209364
XM_031542982.1,XP_031398842.1,LOC116209365
XM_031542983.1,XP_031398843.1,LOC116209366
XM_031542984.1,XP_031398844.1,LOC116209366
XM_031542985.1,XP_031398845.1,LOC116209367
XM_031542986.1,XP_031398846.1,LOC116209368
XM_031542987.1,XP_031398847.1,LOC116209368
XM_031542988.1,XP_031398848.1,LOC116209369
XM_031542989.1,XP_031398849.1,LOC116209371
XM_031542990.1,XP_031398850.1,LOC116209370
XM_031542991.1,XP_031398851.1,LOC116209373
XM_031542992.1,XP_031398852.1,LOC116209373
XM_031542993.1,XP_031398853.1,LOC116209373
XM_031542994.1,XP_031398854.1,LOC116209373
XM_031542995.1,XP_031398855.1,LOC116209373
XM_031542996.1,XP_031398856.1,LOC116208048
XM_031542997.1,XP_031398857.1,LOC116209373
XM_031542998.1,XP_031398858.1,LOC116209374
XM_031542999.1,XP_031398859.1,LOC116209375
XM_031543000.1,XP_031398860.1,LOC116209375
XM_031543001.1,XP_031398861.1,LOC116209377
XM_031543002.1,XP_031398862.1,LOC116209377
XM_031543003.1,XP_031398863.1,LOC116209378
XM_031543004.1,XP_031398864.1,LOC116209379
XM_031543005.1,XP_031398865.1,LOC116209376
XM_031543006.1,XP_031398866.1,LOC116209380
XM_031543007.1,XP_031398867.1,LOC116209381
XM_031543008.1,XP_031398868.1,LOC116209381
XM_031543009.1,XP_031398869.1,LOC116209381
XM_031543010.1,XP_031398870.1,LOC116209382
XM_031543011.1,XP_031398871.1,LOC116209383
XM_031543012.1,XP_031398872.1,LOC116209384
XM_031543013.1,XP_031398873.1,LOC116209376
XM_031543014.1,XP_031398874.1,LOC116209387
XM_031543015.1,XP_031398875.1,LOC116209389
XM_031543016.1,XP_031398876.1,LOC116209389
XM_031543017.1,XP_031398877.1,LOC116209389
XM_031543018.1,XP_031398878.1,LOC116209376
XM_031543019.1,XP_031398879.1,LOC116209389
XM_031543020.1,XP_031398880.1,LOC116209390
XM_031543021.1,XP_031398881.1,LOC116209392
XM_031543022.1,XP_031398882.1,LOC116209393
XM_031543023.1,XP_031398883.1,LOC116209394
XM_031543024.1,XP_031398884.1,LOC116209394
XM_031543025.1,XP_031398885.1,LOC116209376
XM_031543026.1,XP_031398886.1,LOC116209395
XM_031543027.1,XP_031398887.1,LOC116209396
XM_031543028.1,XP_031398888.1,LOC116209397
XM_031543029.1,XP_031398889.1,LOC116209398
XM_031543030.1,XP_031398890.1,LOC116209400
XM_031543031.1,XP_031398891.1,LOC116209403
XM_031543032.1,XP_031398892.1,LOC116209403
XM_031543033.1,XP_031398893.1,LOC116209404
XM_031543034.1,XP_031398894.1,LOC116209404
XM_031543035.1,XP_031398895.1,LOC116209402
XM_031543036.1,XP_031398896.1,LOC116209404
XM_031543037.1,XP_031398897.1,LOC116209405
XM_031543038.1,XP_031398898.1,LOC116209406
XM_031543039.1,XP_031398899.1,LOC116209407
XM_031543040.1,XP_031398900.1,LOC116209408
XM_031543041.1,XP_031398901.1,LOC116209409
XM_031543042.1,XP_031398902.1,LOC116209410
XM_031543043.1,XP_031398903.1,LOC116209402
XM_031543044.1,XP_031398904.1,LOC116209413
XM_031543045.1,XP_031398905.1,LOC116209414
XM_031543046.1,XP_031398906.1,LOC116209415
XM_031543047.1,XP_031398907.1,LOC116209416
XM_031543048.1,XP_031398908.1,LOC116209419
XM_031543049.1,XP_031398909.1,LOC116209420
XM_031543050.1,XP_031398910.1,LOC116209420
XM_031543051.1,XP_031398911.1,LOC116209418
XM_031543052.1,XP_031398912.1,LOC116209421
XM_031543053.1,XP_031398913.1,LOC116209422
XM_031543054.1,XP_031398914.1,LOC116209423
XM_031543055.1,XP_031398915.1,LOC116209423
XM_031543056.1,XP_031398916.1,LOC116209425
XM_031543057.1,XP_031398917.1,LOC116209425
XM_031543058.1,XP_031398918.1,LOC116209425
XM_031543059.1,XP_031398919.1,LOC116209426
XM_031543060.1,XP_031398920.1,LOC116209428
XM_031543061.1,XP_031398921.1,LOC116209429
XM_031543062.1,XP_031398922.1,LOC116209430
XM_031543063.1,XP_031398923.1,LOC116209427
XM_031543064.1,XP_031398924.1,LOC116209432
XM_031543065.1,XP_031398925.1,LOC116209432
XM_031543066.1,XP_031398926.1,LOC116209401
XM_031543067.1,XP_031398927.1,LOC116209432
XM_031543068.1,XP_031398928.1,LOC116209432
XM_031543069.1,XP_031398929.1,LOC116209435
XM_031543070.1,XP_031398930.1,LOC116209433
XM_031543071.1,XP_031398931.1,LOC116209436
XM_031543072.1,XP_031398932.1,LOC116209436
XM_031543073.1,XP_031398933.1,LOC116209436
XM_031543074.1,XP_031398934.1,LOC116209437
XM_031543075.1,XP_031398935.1,LOC116209438
XM_031543076.1,XP_031398936.1,LOC116209439
XM_031543077.1,XP_031398937.1,LOC116209440
XM_031543078.1,XP_031398938.1,LOC116209433
XM_031543079.1,XP_031398939.1,LOC116209441
XM_031543080.1,XP_031398940.1,LOC116209441
XM_031543081.1,XP_031398941.1,LOC116209441
XM_031543082.1,XP_031398942.1,LOC116209442
XM_031543083.1,XP_031398943.1,LOC116209443
XM_031543084.1,XP_031398944.1,LOC116209443
XM_031543085.1,XP_031398945.1,LOC116209443
XM_031543086.1,XP_031398946.1,LOC116209443
XM_031543087.1,XP_031398947.1,LOC116209443
XM_031543088.1,XP_031398948.1,LOC116209446
XM_031543089.1,XP_031398949.1,LOC116209446
XM_031543090.1,XP_031398950.1,LOC116209446
XM_031543091.1,XP_031398951.1,LOC116209448
XM_031543092.1,XP_031398952.1,LOC116209449
XM_031543093.1,XP_031398953.1,LOC116209449
XM_031543094.1,XP_031398954.1,LOC116209449
XM_031543095.1,XP_031398955.1,LOC116209449
XM_031543096.1,XP_031398956.1,LOC116209449
XM_031543097.1,XP_031398957.1,LOC116209450
XM_031543098.1,XP_031398958.1,LOC116209451
XM_031543099.1,XP_031398959.1,LOC116209453
XM_031543100.1,XP_031398960.1,LOC116209454
XM_031543101.1,XP_031398961.1,LOC116209452
XM_031543102.1,XP_031398962.1,LOC116209456
XM_031543103.1,XP_031398963.1,LOC116209457
XM_031543104.1,XP_031398964.1,LOC116209458
XM_031543105.1,XP_031398965.1,LOC116209459
XM_031543106.1,XP_031398966.1,LOC116209460
XM_031543107.1,XP_031398967.1,LOC116209461
XM_031543108.1,XP_031398968.1,LOC116209464
XM_031543109.1,XP_031398969.1,LOC116209465
XM_031543110.1,,LOC116209467
XM_031543111.1,XP_031398971.1,LOC116209463
XM_031543112.1,XP_031398972.1,LOC116209468
XM_031543113.1,XP_031398973.1,LOC116209469
XM_031543114.1,XP_031398974.1,LOC116209470
XM_031543115.1,XP_031398975.1,LOC116209471
XM_031543116.1,XP_031398976.1,LOC116209472
XM_031543117.1,XP_031398977.1,LOC116209473
XM_031543118.1,XP_031398978.1,LOC116209474
